"SampleID","TaxaID","N_Taxa","file_taxatrans","file_attributes","Match_Official","PHYLUM","SUBPHYLUM","CLASS","SUBCLASS","ORDER","FAMILY","FFG","TOLVAL","HABIT","NONTARGET"
"010147-8/16/23","Uenoidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Uenoidae","SC",1.5,"CN",FALSE
"010147-8/16/23","Unionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Unionoida","Unionidae","CF",5,"BU",FALSE
"030602-9/13/23","Amphipoda",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"030602-9/13/23","Ancylidae",29,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"030602-9/13/23","Baetidae",16,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"030602-9/13/23","Calopterygidae",12,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"030602-9/13/23","Chironomidae",40,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"030602-9/13/23","Coenagrionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"030602-9/13/23","Corixidae",13,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"030602-9/13/23","Decapoda",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"030602-9/13/23","Dryopidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Dryopidae","SC",4.9,"CB;CN",FALSE
"030602-9/13/23","Elmidae",39,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"030602-9/13/23","Haliplidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"030602-9/13/23","Heptageniidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"030602-9/13/23","Hirudinea",10,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Hirudinea","Hirudinea","","","PR",NA,"SP",FALSE
"030602-9/13/23","Hydracarina",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"030602-9/13/23","Hydropsychidae",10,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"030602-9/13/23","Isopoda",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"030602-9/13/23","Leptoceridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Leptoceridae","SH",3.6,"SP;SW",FALSE
"030602-9/13/23","Oligochaeta",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"030602-9/13/23","Physidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"030602-9/13/23","Pisidiidae",58,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"030602-9/13/23","Simuliidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"030602-9/13/23","Tipulidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"030602-9/13/23","Unionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Unionoida","Unionidae","CF",5,"BU",FALSE
"030602-9/13/23","Veliidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Veliidae","PR",6.3,"SK",FALSE
"030602-9/13/23","Viviparidae",14,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Architaenioglossa","Viviparidae","SC",4.3,"CB",FALSE
"030673-9/27/23","Amphipoda",84,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"030673-9/27/23","Ancylidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Ancylidae","SC",6.7,"CB;CN",FALSE
"030673-9/27/23","Athericidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Athericidae","PR",2,"SP",FALSE
"030673-9/27/23","Baetidae",27,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"030673-9/27/23","Brachycentridae",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Brachycentridae","CF",1,"CN",FALSE
"030673-9/27/23","Calopterygidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Calopterygidae","PR",6.1,"CB;CN",FALSE
"030673-9/27/23","Chironomidae",8,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"030673-9/27/23","Coenagrionidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"030673-9/27/23","Corixidae",22,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"030673-9/27/23","Decapoda",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Decapoda","Decapoda","CG",6.4,"",FALSE
"030673-9/27/23","Elmidae",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Elmidae","CG",4,"CN",FALSE
"030673-9/27/23","Haliplidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"030673-9/27/23","Heptageniidae",16,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Heptageniidae","SC",1.9,"CN",FALSE
"030673-9/27/23","Hydropsychidae",6,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"030673-9/27/23","Isonychiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Isonychiidae","CF",2.8,"SW",FALSE
"030673-9/27/23","Isopoda",18,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"030673-9/27/23","Leptophlebiidae",12,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Leptophlebiidae","CG",2.3,"CN;SW",FALSE
"030673-9/27/23","Oligochaeta",10,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"030673-9/27/23","Perlidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Plecoptera","Perlidae","PR",1.8,"CN",FALSE
"030673-9/27/23","Phryganeidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Phryganeidae","SH",4.5,"CB;CN",FALSE
"030673-9/27/23","Physidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"030673-9/27/23","Pisidiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"030673-9/27/23","Polycentropodidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Polycentropodidae","PR",5.5,"CN",FALSE
"030673-9/27/23","Psychomyiidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Psychomyiidae","SC",2.5,"CN",FALSE
"030673-9/27/23","Simuliidae",16,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"030673-9/27/23","Tipulidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"030673-9/27/23","Viviparidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Architaenioglossa","Viviparidae","SC",4.3,"CB",FALSE
"030769-8/25/23","Aeshnidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Aeshnidae","PR",5.7,"CB;CN",FALSE
"030769-8/25/23","Amphipoda",48,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"030769-8/25/23","Baetidae",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"030769-8/25/23","Belostomatidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Belostomatidae","PR",9.9,"CB;SW",FALSE
"030769-8/25/23","Ceratopogonidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Ceratopogonidae","PR",6.3,"BU;SP",FALSE
"030769-8/25/23","Chironomidae",53,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"030769-8/25/23","Coenagrionidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Odonata","Coenagrionidae","PR",8.1,"CB;SP",FALSE
"030769-8/25/23","Corixidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"030769-8/25/23","Dytiscidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Dytiscidae","PR",6.2,"BU;SW",FALSE
"030769-8/25/23","Gerridae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Gerridae","PR",5.7,"SK",FALSE
"030769-8/25/23","Haliplidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"030769-8/25/23","Hydracarina",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"030769-8/25/23","Hydrophilidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Hydrophilidae","PR",5.4,"BU;SW",FALSE
"030769-8/25/23","Isopoda",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"030769-8/25/23","Mesoveliidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Mesoveliidae","PR",NA,"SK",FALSE
"030769-8/25/23","Nepidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Nepidae","PR",7.4,"CB;CN",FALSE
"030769-8/25/23","Oligochaeta",211,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"030769-8/25/23","Physidae",11,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"030769-8/25/23","Tipulidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"030769-8/25/23","Turbellaria",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Platyhelminthes","","Turbellaria","","","","CG",NA,"",FALSE
"050176-8/3/23","Amphipoda",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"050176-8/3/23","Athericidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Athericidae","PR",2,"SP",FALSE
"050176-8/3/23","Baetidae",5,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"050176-8/3/23","Baetiscidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetiscidae","CG",3.3,"BU;CN;SP",FALSE
"050176-8/3/23","Brachycentridae",51,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Brachycentridae","CF",1,"CN",FALSE
"050176-8/3/23","Chironomidae",149,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"050176-8/3/23","Corixidae",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Hemiptera","Corixidae","CG",8.2,"SW",FALSE
"050176-8/3/23","Ephemerellidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Ephemerellidae","SC",2.2,"CN",FALSE
"050176-8/3/23","Haliplidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Coleoptera","Haliplidae","SH",7.3,"",FALSE
"050176-8/3/23","Hydracarina",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"050176-8/3/23","Isopoda",9,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"050176-8/3/23","Leptophlebiidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Leptophlebiidae","CG",2.3,"CN;SW",FALSE
"050176-8/3/23","Limnephilidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Limnephilidae","SH",2.8,"SP",FALSE
"050176-8/3/23","Oligochaeta",7,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Annelida","","Oligochaeta","","Haplotaxida","","CG",NA,"BU",FALSE
"050176-8/3/23","Physidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Physidae","SC",8,"CB",FALSE
"050176-8/3/23","Planorbidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Gastropoda","","Basommatophora","Planorbidae","SC",6.5,"CB",FALSE
"050176-8/3/23","Simuliidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"050176-8/3/23","Tabanidae",4,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tabanidae","PR",6.3,"SP",FALSE
"050176-8/3/23","Tipulidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Tipulidae","CG",4,"BU",FALSE
"050176-8/3/23","Turbellaria",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Platyhelminthes","","Turbellaria","","","","CG",NA,"",FALSE
"050181-9/21/23","Amphipoda",42,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"050181-9/21/23","Baetidae",42,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"050181-9/21/23","Brachycentridae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Brachycentridae","CF",1,"CN",FALSE
"050181-9/21/23","Chironomidae",119,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Chironomidae","CG",5.5,"",FALSE
"050181-9/21/23","Dixidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Dixidae","CG",2.9,"SW",FALSE
"050181-9/21/23","Ephemerellidae",24,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Ephemerellidae","SC",2.2,"CN",FALSE
"050181-9/21/23","Hydracarina",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Arachnida","","","","PR",5.5,"",FALSE
"050181-9/21/23","Hydropsychidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Hydropsychidae","CF",2.7,"CN",FALSE
"050181-9/21/23","Isopoda",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Isopoda","","SH",7.6,"",FALSE
"050181-9/21/23","Leptophlebiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Leptophlebiidae","CG",2.3,"CN;SW",FALSE
"050181-9/21/23","Limnephilidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Limnephilidae","SH",2.8,"SP",FALSE
"050181-9/21/23","Pisidiidae",1,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Mollusca","","Bivalvia","","Veneroida","Pisidiidae","CF",6.6,"BU",FALSE
"050181-9/21/23","Rhyacophilidae",3,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Rhyacophilidae","PR",0.9,"CN",FALSE
"050181-9/21/23","Sialidae",2,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Megaloptera","Sialidae","PR",5.1,"BU",FALSE
"050181-9/21/23","Simuliidae",16,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Diptera","Simulidae","CF",4.2,"CN",FALSE
"050222-9/7/23","Amphipoda",57,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","Crustacea","Crustacea","","Amphipoda","","SH",6.2,"",FALSE
"050222-9/7/23","Baetidae",30,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Ephemeroptera","Baetidae","CG",4.6,"CN;SW",FALSE
"050222-9/7/23","Brachycentridae",12,"MIEGLEtools_IBI_Taxa_Translator_20241122.csv","MIEGLEtools_IBI_Attributes_20241122.csv",TRUE,"Arthropoda","","Insecta","","Trichoptera","Brachycentridae","CF",1,"CN",FALSE
